run_id,scenario,episode,epsilon,total_reward,mean_reward_nonreg_low,mean_reward_nonreg_mod,mean_reward_reg_low,mean_reward_reg_mod
20260130-125815,OFF,45,0.07940753492934956,-3.099999999999999,-1.0,-0.95,0.2,0.2
20260130-125815,OFF,46,0.07901049725470281,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,47,0.0786154447684293,-3.099999999999999,-1.0,-0.95,0.2,0.2
20260130-125815,OFF,48,0.07822236754458715,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,49,0.07783125570686422,-3.099999999999999,-0.95,-1.0,0.2,0.2
20260130-125815,OFF,50,0.0774420994283299,-4.3999999999999995,-1.0,-1.0,-0.4,0.2
20260130-125815,OFF,51,0.07705488893118825,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,52,0.07666961448653231,-2.6999999999999993,-0.95,-1.0,0.2,0.4
20260130-125815,OFF,53,0.07628626641409965,-2.999999999999999,-0.9,-1.0,0.2,0.2
20260130-125815,OFF,54,0.07590483508202915,-2.9999999999999996,-1.0,-1.0,0.2,0.30000000000000004
20260130-125815,OFF,55,0.075525310906619,-3.999999999999999,-1.0,-1.0,-0.19999999999999998,0.2
20260130-125815,OFF,56,0.07514768435208591,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,57,0.07477194593032548,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,58,0.07439808620067385,-1.5999999999999999,-0.2,-1.0,0.2,0.2
20260130-125815,OFF,59,0.07402609576967048,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,60,0.07365596529082213,-3.0999999999999996,-1.0,-1.0,0.25,0.2
20260130-125815,OFF,61,0.07328768546436802,-3.099999999999999,-0.95,-1.0,0.2,0.2
20260130-125815,OFF,62,0.07292124703704618,-4.199999999999999,-0.95,-1.0,0.2,-0.35
20260130-125815,OFF,63,0.07255664080186094,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,64,0.07219385759785164,-2.8999999999999995,-1.0,-0.95,0.30000000000000004,0.2
20260130-125815,OFF,65,0.07183288830986238,-1.3000000000000003,-0.10000000000000003,-0.95,0.2,0.2
20260130-125815,OFF,66,0.07147372386831308,-2.9999999999999996,-1.0,-1.0,0.30000000000000004,0.2
20260130-125815,OFF,67,0.07111635524897152,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,68,0.07076077347272666,-4.3,-1.0,-1.0,0.2,-0.35
20260130-125815,OFF,69,0.07040696960536302,-2.8,-1.0,-1.0,0.30000000000000004,0.30000000000000004
20260130-125815,OFF,70,0.0700549347573362,-3.099999999999999,-0.95,-1.0,0.2,0.2
20260130-125815,OFF,71,0.06970466008354953,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,72,0.06935613678313178,-3.099999999999999,-1.0,-0.95,0.2,0.2
20260130-125815,OFF,73,0.06900935609921612,-2.999999999999999,-0.95,-1.0,0.25,0.2
20260130-125815,OFF,74,0.06866430931872003,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,75,0.06832098777212643,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,76,0.0679793828332658,-2.999999999999999,-0.95,-1.0,0.25,0.2
20260130-125815,OFF,77,0.06763948591909946,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,78,0.06730128848950397,-2.999999999999999,-1.0,-0.9,0.2,0.2
20260130-125815,OFF,79,0.06696478204705644,-4.3999999999999995,-1.0,-1.0,0.2,-0.4
20260130-125815,OFF,80,0.06662995813682115,-2.999999999999999,-0.95,-1.0,0.25,0.2
20260130-125815,OFF,81,0.06629680834613705,-3.099999999999999,-0.95,-1.0,0.2,0.2
20260130-125815,OFF,82,0.06596532430440637,-2.999999999999999,-1.0,-0.95,0.2,0.25
20260130-125815,OFF,83,0.06563549768288433,-3.099999999999999,-0.95,-1.0,0.2,0.2
20260130-125815,OFF,84,0.06530732019446991,-3.099999999999999,-0.95,-1.0,0.2,0.2
20260130-125815,OFF,85,0.06498078359349757,-3.099999999999999,-0.95,-1.0,0.2,0.2
20260130-125815,OFF,86,0.06465587967553008,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,87,0.06433260027715243,-3.099999999999999,-1.0,-0.95,0.2,0.2
20260130-125815,OFF,88,0.06401093727576666,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,89,0.06369088258938783,-2.999999999999999,-0.95,-0.95,0.2,0.2
20260130-125815,OFF,90,0.0633724281764409,-4.3,-1.0,-1.0,0.2,-0.35
20260130-125815,OFF,91,0.06305556603555869,-1.4000000000000001,-0.10000000000000003,-1.0,0.2,0.2
20260130-125815,OFF,92,0.0627402882053809,-3.099999999999999,-1.0,-0.95,0.2,0.2
20260130-125815,OFF,93,0.062426586764353996,-1.4999999999999998,-0.15000000000000002,-1.0,0.2,0.2
20260130-125815,OFF,94,0.062114453830532226,-3.099999999999999,-1.0,-0.95,0.2,0.2
20260130-125815,OFF,95,0.061803881561379566,-2.8999999999999995,-0.95,-1.0,0.30000000000000004,0.2
20260130-125815,OFF,96,0.061494862153572666,-4.199999999999999,-0.95,-0.95,0.2,-0.4
20260130-125815,OFF,97,0.0611873878428048,-2.9999999999999996,-1.0,-1.0,0.2,0.30000000000000004
20260130-125815,OFF,98,0.060881450903590775,-5.4,-1.0,-1.0,-0.35,-0.35
20260130-125815,OFF,99,0.06057704364907282,-3.099999999999999,-1.0,-0.95,0.2,0.2
20260130-125815,OFF,100,0.06027415843082746,-3.099999999999999,-0.95,-1.0,0.2,0.2
20260130-125815,OFF,101,0.05997278763867332,-2.8999999999999995,-0.95,-0.95,0.25,0.2
20260130-125815,OFF,102,0.059672923700479955,-2.899999999999999,-0.95,-0.9,0.2,0.2
20260130-125815,OFF,103,0.05937455908197756,-4.199999999999999,-1.0,-1.0,-0.30000000000000004,0.2
20260130-125815,OFF,104,0.05907768628656767,-2.999999999999999,-1.0,-0.95,0.2,0.25
20260130-125815,OFF,105,0.05878229785513483,-3.099999999999999,-0.95,-1.0,0.2,0.2
20260130-125815,OFF,106,0.05848838636585915,-1.4999999999999998,-0.15000000000000002,-1.0,0.2,0.2
20260130-125815,OFF,107,0.05819594443402985,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,108,0.057904964711859706,-2.999999999999999,-0.95,-0.95,0.2,0.2
20260130-125815,OFF,109,0.05761543988830041,-1.4999999999999998,-0.15000000000000002,-1.0,0.2,0.2
20260130-125815,OFF,110,0.05732736268885891,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,111,0.05704072587541461,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,112,0.05675552224603753,-3.099999999999999,-1.0,-0.95,0.2,0.2
20260130-125815,OFF,113,0.05647174463480734,-3.099999999999999,-1.0,-0.95,0.2,0.2
20260130-125815,OFF,114,0.056189385911633305,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,115,0.05590843898207514,-3.099999999999999,-1.0,-0.95,0.2,0.2
20260130-125815,OFF,116,0.05562889678716477,-3.099999999999999,-0.95,-1.0,0.2,0.2
20260130-125815,OFF,117,0.055350752303228945,-3.999999999999999,-1.0,-0.95,-0.35,0.30000000000000004
20260130-125815,OFF,118,0.0550739985417128,-3.099999999999999,-0.95,-1.0,0.2,0.2
20260130-125815,OFF,119,0.05479862854900423,-2.6999999999999993,-0.9,-1.0,0.2,0.35
20260130-125815,OFF,120,0.05452463540625921,-1.4000000000000001,-0.15000000000000002,-0.95,0.2,0.2
20260130-125815,OFF,121,0.05425201222922791,-1.4000000000000001,-0.10000000000000003,-1.0,0.2,0.2
20260130-125815,OFF,122,0.05398075216808177,-2.8999999999999995,-0.9,-0.95,0.2,0.2
20260130-125815,OFF,123,0.053710848407241364,-2.4999999999999996,-0.9,-1.0,0.35,0.30000000000000004
20260130-125815,OFF,124,0.053442294165205156,-1.2999999999999998,-0.95,-0.10000000000000003,0.2,0.2
20260130-125815,OFF,125,0.05317508269437913,-2.999999999999999,-0.95,-1.0,0.2,0.25
20260130-125815,OFF,126,0.052909207280907235,-1.4000000000000001,-0.95,-0.15000000000000002,0.2,0.2
20260130-125815,OFF,127,0.0526446612445027,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,128,0.052381437938280186,-1.5999999999999999,-0.2,-1.0,0.2,0.2
20260130-125815,OFF,129,0.052119530748588785,-3.099999999999999,-1.0,-0.95,0.2,0.2
20260130-125815,OFF,130,0.05185893309484584,-1.4999999999999998,-1.0,-0.15000000000000002,0.2,0.2
20260130-125815,OFF,131,0.05159963842937161,-3.099999999999999,-0.95,-1.0,0.2,0.2
20260130-125815,OFF,132,0.051341640237224755,-3.099999999999999,-1.0,-0.95,0.2,0.2
20260130-125815,OFF,133,0.05108493203603863,-1.4,-1.0,-0.15000000000000002,0.25,0.2
20260130-125815,OFF,134,0.05082950737585844,-1.4000000000000001,-0.95,-0.15000000000000002,0.2,0.2
20260130-125815,OFF,135,0.05057535983897914,-1.3000000000000003,-0.10000000000000003,-0.95,0.2,0.2
20260130-125815,OFF,136,0.050322483039784247,-2.999999999999999,-0.9,-1.0,0.2,0.2
20260130-125815,OFF,137,0.050070870624585324,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,138,0.049820516271462396,-2.999999999999999,-1.0,-0.95,0.25,0.2
20260130-125815,OFF,139,0.049571413690105086,-2.9999999999999996,-1.0,-1.0,0.2,0.30000000000000004
20260130-125815,OFF,140,0.04932355662165456,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,141,0.04907693883854629,-3.099999999999999,-1.0,-0.95,0.2,0.2
20260130-125815,OFF,142,0.048831554144353556,-2.999999999999999,-0.95,-0.95,0.2,0.2
20260130-125815,OFF,143,0.04858739637363179,-3.099999999999999,-1.0,-0.95,0.2,0.2
20260130-125815,OFF,144,0.04834445939176363,-1.4000000000000001,-0.95,-0.15000000000000002,0.2,0.2
20260130-125815,OFF,145,0.04810273709480481,-2.8,-0.9,-1.0,0.25,0.25
20260130-125815,OFF,146,0.04786222340933079,-1.4000000000000001,-0.10000000000000003,-1.0,0.2,0.2
20260130-125815,OFF,147,0.04762291229228413,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,148,0.04738479773082271,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,149,0.04714787374216859,-3.099999999999999,-0.95,-1.0,0.2,0.2
20260130-125815,OFF,150,0.046912134373457745,-5.2,-0.95,-1.0,-0.25,-0.4
20260130-125815,OFF,151,0.04667757370159046,-2.8999999999999995,-0.95,-1.0,0.2,0.30000000000000004
20260130-125815,OFF,152,0.046444185833082505,-2.8999999999999995,-0.95,-0.95,0.2,0.25
20260130-125815,OFF,153,0.046211964903917095,-1.2,-1.0,-0.10000000000000003,0.2,0.30000000000000004
20260130-125815,OFF,154,0.04598090507939751,-3.099999999999999,-1.0,-0.95,0.2,0.2
20260130-125815,OFF,155,0.045751000554000526,-2.999999999999999,-0.95,-0.95,0.2,0.2
20260130-125815,OFF,156,0.04552224555123052,-3.099999999999999,-0.95,-1.0,0.2,0.2
20260130-125815,OFF,157,0.04529463432347437,-3.9999999999999996,-0.95,-0.95,-0.4,0.30000000000000004
20260130-125815,OFF,158,0.045068161151857,-1.4000000000000001,-0.10000000000000003,-1.0,0.2,0.2
20260130-125815,OFF,159,0.04484282034609772,-1.4000000000000001,-0.95,-0.15000000000000002,0.2,0.2
20260130-125815,OFF,160,0.04461860624436723,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,161,0.044395513213145395,-2.8,-0.95,-1.0,0.35000000000000003,0.2
20260130-125815,OFF,162,0.04417353564707967,-2.999999999999999,-0.95,-0.95,0.2,0.2
20260130-125815,OFF,163,0.04395266796884427,-3.099999999999999,-1.0,-0.95,0.2,0.2
20260130-125815,OFF,164,0.04373290462900005,0.29999999999999993,0.7,-0.95,0.2,0.2
20260130-125815,OFF,165,0.04351424010585505,-2.6999999999999997,-0.95,-1.0,0.4,0.2
20260130-125815,OFF,166,0.043296668905325776,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,167,0.04308018556079915,5.000000000000003,-0.15000000000000002,2.250000000000001,0.2,0.2
20260130-125815,OFF,168,0.04286478463299515,-2.999999999999999,-0.95,-0.95,0.2,0.2
20260130-125815,OFF,169,0.042650460709830175,-3.099999999999999,-0.95,-1.0,0.2,0.2
20260130-125815,OFF,170,0.04243720840628103,-1.3,-0.15000000000000002,-1.0,0.30000000000000004,0.2
20260130-125815,OFF,171,0.042225022364249624,-2.999999999999999,-0.95,-0.95,0.2,0.2
20260130-125815,OFF,172,0.04201389725242838,-4.1,-0.9,-1.0,-0.35,0.2
20260130-125815,OFF,173,0.041803827766166236,-1.2000000000000004,-0.15000000000000002,-0.95,0.30000000000000004,0.2
20260130-125815,OFF,174,0.0415948086273354,-3.099999999999999,-1.0,-0.95,0.2,0.2
20260130-125815,OFF,175,0.04138683458419873,-3.099999999999999,-1.0,-0.95,0.2,0.2
20260130-125815,OFF,176,0.04117990041127773,-1.4000000000000001,-0.15000000000000002,-0.95,0.2,0.2
20260130-125815,OFF,177,0.04097400090922134,-1.4999999999999998,-0.15000000000000002,-1.0,0.2,0.2
20260130-125815,OFF,178,0.04076913090467523,-3.099999999999999,-0.95,-1.0,0.2,0.2
20260130-125815,OFF,179,0.04056528525015186,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,180,0.0403624588239011,-2.7999999999999994,-0.9,-0.9,0.2,0.2
20260130-125815,OFF,181,0.04016064652978159,-3.099999999999999,-0.95,-1.0,0.2,0.2
20260130-125815,OFF,182,0.03995984329713268,-2.999999999999999,-0.95,-0.95,0.2,0.2
20260130-125815,OFF,183,0.03976004408064702,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,184,0.03956124386024378,-1.0000000000000002,-0.15000000000000002,-0.9,0.2,0.35
20260130-125815,OFF,185,0.039363437640942564,-3.099999999999999,-0.95,-1.0,0.2,0.2
20260130-125815,OFF,186,0.03916662045273785,-1.2000000000000002,-0.050000000000000044,-0.95,0.2,0.2
20260130-125815,OFF,187,0.03897078735047416,-1.3,-0.2,-1.0,0.35,0.2
20260130-125815,OFF,188,0.03877593341372179,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,189,0.03858205374665318,-1.3000000000000003,-0.9,-0.15000000000000002,0.2,0.2
20260130-125815,OFF,190,0.03838914347791991,-2.999999999999999,-0.95,-0.95,0.2,0.2
20260130-125815,OFF,191,0.038197197760530315,-3.099999999999999,-0.95,-1.0,0.2,0.2
20260130-125815,OFF,192,0.038006211771727666,-1.4999999999999998,-0.15000000000000002,-1.0,0.2,0.2
20260130-125815,OFF,193,0.037816180712869026,-3.0999999999999996,-1.0,-1.0,0.2,0.25
20260130-125815,OFF,194,0.03762709980930468,-3.099999999999999,-1.0,-0.95,0.2,0.2
20260130-125815,OFF,195,0.03743896431025816,-3.099999999999999,-1.0,-0.95,0.2,0.2
20260130-125815,OFF,196,0.037251769488706864,-3.099999999999999,-1.0,-0.95,0.2,0.2
20260130-125815,OFF,197,0.03706551064126333,-1.4999999999999998,-0.15000000000000002,-1.0,0.2,0.2
20260130-125815,OFF,198,0.03688018308805701,-1.1999999999999997,-0.95,-0.10000000000000003,0.25,0.2
20260130-125815,OFF,199,0.03669578217261672,-2.7999999999999994,-0.95,-0.95,0.2,0.30000000000000004
20260130-125815,OFF,200,0.036512303261753636,-2.999999999999999,-0.95,-0.95,0.2,0.2
20260130-125815,OFF,201,0.036329741745444864,-1.3,-0.15000000000000002,-1.0,0.30000000000000004,0.2
20260130-125815,OFF,202,0.03614809303671764,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,203,0.03596735257153405,-3.099999999999999,-0.95,-1.0,0.2,0.2
20260130-125815,OFF,204,0.03578751580867638,-2.999999999999999,-0.9,-1.0,0.2,0.2
20260130-125815,OFF,205,0.035608578229633,-1.0000000000000002,-0.15000000000000002,-0.95,0.2,0.4
20260130-125815,OFF,206,0.035430535338484836,-2.999999999999999,-1.0,-0.95,0.2,0.25
20260130-125815,OFF,207,0.03525338266179241,2.000000000000001,-1.0,1.6000000000000005,0.2,0.2
20260130-125815,OFF,208,0.03507711574848345,-1.0000000000000004,-0.10000000000000003,-1.0,0.30000000000000004,0.30000000000000004
20260130-125815,OFF,209,0.03490173016974103,-1.4000000000000001,-0.15000000000000002,-0.95,0.2,0.2
20260130-125815,OFF,210,0.03472722151889233,-2.8999999999999995,-0.95,-1.0,0.2,0.30000000000000004
20260130-125815,OFF,211,0.03455358541129787,-1.4000000000000001,-1.0,-0.10000000000000003,0.2,0.2
20260130-125815,OFF,212,0.03438081748424138,-2.999999999999999,-1.0,-0.9,0.2,0.2
20260130-125815,OFF,213,0.03420891339682017,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,214,0.03403786882983607,-1.4999999999999998,-0.15000000000000002,-1.0,0.2,0.2
20260130-125815,OFF,215,0.033867679485686884,-1.3,-0.15000000000000002,-1.0,0.30000000000000004,0.2
20260130-125815,OFF,216,0.03369834108825845,-3.099999999999999,-0.95,-1.0,0.2,0.2
20260130-125815,OFF,217,0.03352984938281715,-1.2000000000000002,-0.10000000000000003,-0.9,0.2,0.2
20260130-125815,OFF,218,0.03336220013590307,0.19999999999999996,-0.15000000000000002,-0.15000000000000002,0.2,0.2
20260130-125815,OFF,219,0.03319538913522355,-3.099999999999999,-0.95,-1.0,0.2,0.2
20260130-125815,OFF,220,0.033029412189547434,-1.4000000000000001,-1.0,-0.10000000000000003,0.2,0.2
20260130-125815,OFF,221,0.0328642651285997,-3.099999999999999,-0.95,-1.0,0.2,0.2
20260130-125815,OFF,222,0.032699943802956696,-2.7999999999999994,-0.95,-0.95,0.2,0.30000000000000004
20260130-125815,OFF,223,0.032536444083941914,-1.3000000000000003,-0.15000000000000002,-0.9,0.2,0.2
20260130-125815,OFF,224,0.032373761863522206,-2.8999999999999995,-1.0,-0.9,0.25,0.2
20260130-125815,OFF,225,0.0322118930542046,-2.9999999999999996,-1.0,-1.0,0.30000000000000004,0.2
20260130-125815,OFF,226,0.032050833588933576,-1.4999999999999998,-0.15000000000000002,-1.0,0.2,0.2
20260130-125815,OFF,227,0.031890579420988906,-1.4000000000000001,-1.0,-0.10000000000000003,0.2,0.2
20260130-125815,OFF,228,0.03173112652388396,-2.8999999999999995,-1.0,-0.95,0.2,0.30000000000000004
20260130-125815,OFF,229,0.03157247089126454,-1.4000000000000001,-0.10000000000000003,-1.0,0.2,0.2
20260130-125815,OFF,230,0.03141460853680822,-1.3000000000000003,-0.10000000000000003,-0.95,0.2,0.2
20260130-125815,OFF,231,0.031257535494124175,-2.4000000000000004,-0.95,-0.15000000000000002,0.2,-0.30000000000000004
20260130-125815,OFF,232,0.031101247816653552,-1.4000000000000001,-0.95,-0.15000000000000002,0.2,0.2
20260130-125815,OFF,233,0.030945741577570286,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,234,0.030791012869682433,-4.3999999999999995,-1.0,-1.0,0.2,-0.4
20260130-125815,OFF,235,0.03063705780533402,-3.099999999999999,-0.95,-1.0,0.2,0.2
20260130-125815,OFF,236,0.03048387251630735,0.10000000000000003,-0.2,-0.15000000000000002,0.2,0.2
20260130-125815,OFF,237,0.03033145315372581,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,238,0.030179795887957182,0.19999999999999996,0.7,-1.0,0.2,0.2
20260130-125815,OFF,239,0.030028896908517396,-2.8999999999999995,-0.95,-0.95,0.25,0.2
20260130-125815,OFF,240,0.029878752423974808,-2.8999999999999995,-1.0,-1.0,0.35000000000000003,0.2
20260130-125815,OFF,241,0.029729358661854933,-1.4999999999999998,-0.15000000000000002,-1.0,0.2,0.2
20260130-125815,OFF,242,0.029580711868545658,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,243,0.02943280830920293,-1.2000000000000004,-0.15000000000000002,-0.95,0.30000000000000004,0.2
20260130-125815,OFF,244,0.029285644267656914,-2.8999999999999995,-0.95,-1.0,0.30000000000000004,0.2
20260130-125815,OFF,245,0.02913921604631863,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,246,0.028993519966087036,-3.099999999999999,-1.0,-0.95,0.2,0.2
20260130-125815,OFF,247,0.0288485523662566,-1.4999999999999998,-0.2,-0.95,0.2,0.2
20260130-125815,OFF,248,0.028704309604425316,-1.3000000000000003,-0.10000000000000003,-0.95,0.2,0.2
20260130-125815,OFF,249,0.028560788056403188,-2.3999999999999995,-0.9,-0.10000000000000003,-0.4,0.2
20260130-125815,OFF,250,0.028417984116121172,-2.999999999999999,-0.95,-0.95,0.2,0.2
20260130-125815,OFF,251,0.028275894195540566,-3.099999999999999,-1.0,-0.95,0.2,0.2
20260130-125815,OFF,252,0.028134514724562864,0.19999999999999996,-0.15000000000000002,-0.15000000000000002,0.2,0.2
20260130-125815,OFF,253,0.02799384215094005,-2.9999999999999996,-1.0,-1.0,0.30000000000000004,0.2
20260130-125815,OFF,254,0.027853872940185348,-1.2000000000000004,-0.15000000000000002,-0.95,0.30000000000000004,0.2
20260130-125815,OFF,255,0.02771460357548442,-2.5999999999999996,-0.15000000000000002,-0.95,-0.4,0.2
20260130-125815,OFF,256,0.027576030557607,-1.2000000000000002,-0.10000000000000003,-0.9,0.2,0.2
20260130-125815,OFF,257,0.027438150404818965,2.100000000000001,-0.95,1.6000000000000005,0.2,0.2
20260130-125815,OFF,258,0.02730095965279487,-1.3000000000000003,-0.10000000000000003,-0.95,0.2,0.2
20260130-125815,OFF,259,0.027164454854530895,-1.4000000000000001,-1.0,-0.10000000000000003,0.2,0.2
20260130-125815,OFF,260,0.02702863258025824,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,261,0.02689348941735695,-3.1999999999999993,-1.0,-1.0,0.2,0.2
20260130-125815,OFF,262,0.026759021970270167,0.3,-0.2,-0.15000000000000002,0.30000000000000004,0.2
20260130-125815,OFF,263,0.026625226860418818,-1.3000000000000003,-0.9,-0.15000000000000002,0.2,0.2
20260130-125815,OFF,264,0.026492100726116723,0.10000000000000003,-0.2,-0.15000000000000002,0.2,0.2
20260130-125815,OFF,265,0.02635964022248614,-1.4000000000000001,-0.15000000000000002,-0.95,0.2,0.2
20260130-125815,OFF,266,0.02622784202137371,-1.4999999999999998,-0.15000000000000002,-1.0,0.2,0.2
20260130-125815,OFF,267,0.02609670281126684,0.29999999999999993,-0.15000000000000002,-0.10000000000000003,0.2,0.2
20260130-125815,OFF,268,0.02596621929721051,-1.0999999999999999,-1.0,-0.050000000000000044,0.30000000000000004,0.2
