run_id,scenario,episode,epsilon,total_reward,mean_reward_nonreg_low,mean_reward_nonreg_mod,mean_reward_reg_low,mean_reward_reg_mod
20260130-125815,ON,0,0.0995,1.5965479511526992,0.1997535099529148,0.19932614824819897,0.19981677545358384,0.19937754192165202
20260130-125815,ON,1,0.09900250000000001,2.004510337021819,0.35363528539475536,0.1979357385350194,0.19981677545358384,0.250867369127551
20260130-125815,ON,2,0.0985074875,1.9038836785517836,0.1997535099529148,0.19932614824819897,0.19981677545358384,0.35304540562119424
20260130-125815,ON,3,0.09801495006250001,1.5965479511526992,0.1997535099529148,0.19932614824819897,0.19981677545358384,0.19937754192165202
20260130-125815,ON,4,0.09752487531218751,1.6998441625574896,0.1997535099529148,0.19932614824819897,0.251464881155979,0.19937754192165202
20260130-125815,ON,5,0.09703725093562657,1.7990453005757654,0.1997535099529148,0.19932614824819897,0.19981677545358384,0.3006262166331851
20260130-125815,ON,6,0.09655206468094843,1.59376713172634,0.1997535099529148,0.1979357385350194,0.19981677545358384,0.19937754192165202
20260130-125815,ON,7,0.09606930435754368,1.5965479511526992,0.1997535099529148,0.19932614824819897,0.19981677545358384,0.19937754192165202
20260130-125815,ON,8,0.09558895783575597,2.008687668915173,0.25211920981301583,0.2515179372361762,0.30132914548674244,0.19937754192165202
20260130-125815,ON,9,0.09511101304657718,1.6990107811481454,0.1997535099529148,0.19932614824819897,0.19981677545358384,0.25060895691937507
20260130-125815,ON,10,0.09463545798134429,2.002876313720969,0.3012695855346543,0.19932614824819897,0.301464881155979,0.19937754192165202
20260130-125815,ON,11,0.09416228069143756,1.5937671317263402,0.1997535099529148,0.19932614824819897,0.19842636574040423,0.19937754192165202
20260130-125815,ON,12,0.09369146928798038,2.013209345410424,0.30363528539475537,0.2515179372361762,0.19981677545358384,0.2516346746206967
20260130-125815,ON,13,0.09322301194154048,1.5965479511526992,0.1997535099529148,0.19932614824819897,0.19981677545358384,0.19937754192165202
20260130-125815,ON,14,0.09275689688183278,1.6990453005757653,0.1997535099529148,0.19932614824819897,0.19981677545358384,0.25062621663318513
20260130-125815,ON,15,0.09229311239742362,2.3166786342903,0.25211920981301583,0.2515179372361762,0.40306749547526094,0.2516346746206967
20260130-125815,ON,16,0.0918316468354365,1.9026048423824957,0.3012695855346543,0.19932614824819897,0.25132914548674246,0.19937754192165202
20260130-125815,ON,17,0.09137248860125932,1.6985493959826403,0.252144642081065,0.19932614824819897,0.19981677545358384,0.19798713220847244
20260130-125815,ON,18,0.09091562615825302,1.5965479511526992,0.1997535099529148,0.19932614824819897,0.19981677545358384,0.19937754192165202
20260130-125815,ON,19,0.09046104802746176,1.7995726912190164,0.1997535099529148,0.19932614824819897,0.30132914548674244,0.19937754192165202
20260130-125815,ON,20,0.09000874278732444,2.1051870535292783,0.3012695855346543,0.3521296238547489,0.19981677545358384,0.19937754192165202
20260130-125815,ON,21,0.08955869907338782,1.9069517275692627,0.1997535099529148,0.19932614824819897,0.3037699889503325,0.25062621663318513
20260130-125815,ON,22,0.08911090557802087,1.5965479511526992,0.1997535099529148,0.19932614824819897,0.19981677545358384,0.19937754192165202
20260130-125815,ON,23,0.08866535105013076,2.0050383173697934,0.1997535099529148,0.19932614824819897,0.3028132838505979,0.3006262166331851
20260130-125815,ON,24,0.08822202429488012,1.59376713172634,0.1983631002397352,0.19932614824819897,0.19981677545358384,0.19937754192165202
20260130-125815,ON,25,0.08778091417340572,2.0020249549875633,0.1997535099529148,0.19932614824819897,0.19981677545358384,0.40211604383908406
20260130-125815,ON,26,0.0873420096025387,2.0048048831219862,0.1997535099529148,0.25073337202922047,0.19981677545358384,0.35209878412527407
20260130-125815,ON,27,0.086905299554526,2.4197571724516562,0.1997535099529148,0.4049659599580208,0.25211371069369826,0.35304540562119424
20260130-125815,ON,28,0.08647077305675337,1.6967647634621987,0.2512523258208442,0.19932614824819897,0.19842636574040423,0.19937754192165202
20260130-125815,ON,29,0.0860384191914696,1.59376713172634,0.19836310023973522,0.19932614824819897,0.19981677545358384,0.19937754192165202
20260130-125815,ON,30,0.08560822709551225,1.59376713172634,0.1997535099529148,0.19932614824819897,0.19981677545358384,0.19798713220847242
